"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
2626,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",14000000,"","","300",,"ほぼ長方形","22.0","145","平成3年","木造","住宅","住宅","東","私道",4.0,"第２種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2627,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",5000000,"120000","","135",37000,"ほぼ整形","21.5","","","","","住宅","北東","市道",12.0,"第２種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2628,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","吉成","鳥取","20",5300000,"130000","","130",40000,"ほぼ台形","15.0","","","","","","北東","市道",11.0,"第２種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2629,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","15",7100000,"180000","","130",54000,"ほぼ台形","16.0","","","","","","南","市道",12.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
2630,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",7500000,"140000","","180",42000,"ほぼ長方形","9.0","","","","","住宅","東","市道",4.0,"第２種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2631,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","14",13000000,"210000","","200",64000,"ほぼ長方形","9.5","","","","","住宅","北東","市道",9.0,"第１種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2632,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","14",13000000,"200000","","220",60000,"ほぼ台形","22.0","","","","","","南","市道",12.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
2633,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","15",11000000,"","","165",,"ほぼ長方形","9.0","100","昭和54年","木造","住宅","","北","市道",6.5,"第１種中高層住居専用地域",60,200,"平成29年第３四半期","",""
2634,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","19",12000000,"230000","","180",68000,"ほぼ長方形","7.0","","","","","住宅","北","市道",7.0,"第１種中高層住居専用地域",60,200,"平成29年第１四半期","",""
2635,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","15",12000000,"","","230",,"ほぼ長方形","12.0","120","昭和54年","木造","住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"平成28年第４四半期","",""
2636,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",920000,"91000","","35",28000,"ほぼ整形","","","","","","その他","東","市道",9.0,"第２種中高層住居専用地域",60,150,"平成28年第４四半期","",""
2637,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","23",11000000,"","","165",,"ほぼ長方形","7.5","80","昭和48年","木造","住宅","住宅","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成28年第４四半期","",""
2638,"中古マンション等","","31201","鳥取県","鳥取市","吉成","鳥取","15",14000000,"","３ＬＤＫ","70",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"平成28年第４四半期","改装済",""
2639,"中古マンション等","","31201","鳥取県","鳥取市","吉成","鳥取","15",12000000,"","３ＬＤＫ","70",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,500,"平成28年第４四半期","未改装",""
2640,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","14",4500000,"","","550",,"不整形","","135","昭和43年","木造","","","北西","道路",2.5,"第１種住居地域",60,200,"平成28年第３四半期","",""
2641,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",8500000,"","","165",,"ほぼ長方形","10.0","80","昭和48年","木造","住宅","住宅","南東","市道",5.5,"第１種中高層住居専用地域",60,200,"平成28年第３四半期","",""
2642,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","18",3500000,"","","90",,"ほぼ長方形","5.5","105","昭和48年","","","住宅","北","市道",4.0,"第１種住居地域",60,200,"平成28年第２四半期","",""
2643,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",3000000,"200000","","50",60000,"長方形","5.0","","","","","その他","西","市道",6.0,"第２種中高層住居専用地域",60,200,"平成28年第１四半期","",""
2644,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","14",3500000,"","","80",,"ほぼ長方形","9.5","80","昭和50年","木造","住宅","住宅","北","市道",5.0,"第１種住居地域",60,200,"平成28年第１四半期","",""
2645,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",51000000,"140000","","1200",43000,"不整形","16.0","","","","","その他","北","市道",6.5,"第１種中高層住居専用地域",60,200,"平成28年第１四半期","",""
2646,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","吉成","鳥取","15",45000000,"89000","","1700",27000,"ほぼ台形","47.0","","","","","","南","農道",2.0,"第１種住居地域",60,200,"平成28年第１四半期","",""
2647,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","吉成","鳥取","15",10000000,"53000","","620",16000,"不整形","44.0","","","","","","南","農道",2.0,"第１種住居地域",60,200,"平成28年第１四半期","",""
2648,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","吉成","鳥取","15",2000000,"40000","","170",12000,"不整形","38.0","","","","","","接面道路無","",,"第１種住居地域",60,200,"平成28年第１四半期","",""
2649,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","24",5300000,"","","110",,"長方形","12.0","125","昭和52年","木造","住宅","住宅","西","市道",5.0,"第２種中高層住居専用地域",60,200,"平成27年第４四半期","",""
2650,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","19",190000000,"","","290",,"不整形","","","","","","その他","北西","私道",5.0,"第１種中高層住居専用地域",60,200,"平成27年第４四半期","",""
2651,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",17000000,"","","190",,"不整形","5.0","95","昭和60年","木造","住宅","住宅","南","市道",10.0,"第２種中高層住居専用地域",60,200,"平成27年第３四半期","",""
2652,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",3600000,"180000","","70",53000,"長方形","5.5","","","","","","西","市道",4.0,"準工業地域",60,200,"平成27年第３四半期","",""
2653,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",3600000,"180000","","70",53000,"長方形","5.5","","","","","その他","西","市道",4.0,"準工業地域",60,200,"平成27年第３四半期","",""
2654,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",4700000,"170000","","90",53000,"ほぼ長方形","8.0","","","","","住宅","西","市道",4.0,"第２種中高層住居専用地域",60,200,"平成27年第３四半期","",""
2655,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",61000000,"","","2000㎡以上",,"ほぼ台形","35.0","630","昭和46年","ＲＣ","共同住宅","倉庫","西","県道",12.0,"準工業地域",60,200,"平成27年第３四半期","",""
2656,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","26",8000000,"190000","","135",59000,"長方形","8.5","","","","","住宅","北東","市道",4.5,"第１種中高層住居専用地域",60,200,"平成27年第３四半期","",""
2657,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","19",15000000,"","","270",,"ほぼ整形","12.0","155","昭和49年","","事務所、倉庫","店舗","東","県道",12.0,"準工業地域",60,200,"平成27年第２四半期","",""
2658,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","16",5500000,"","","95",,"長方形","6.0","85","昭和54年","木造","事務所","事務所","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
2659,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","20",11000000,"200000","","180",60000,"長方形","9.5","","","","","住宅","南","市道",6.0,"第１種住居地域",60,200,"平成27年第２四半期","",""
2660,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","20",11000000,"200000","","180",61000,"長方形","9.5","","","","","住宅","南","市道",6.0,"第１種住居地域",60,200,"平成27年第２四半期","",""
2661,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","23",14000000,"","","330",,"長方形","19.0","230","昭和60年","木造","住宅","","北東","市道",9.0,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
2662,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","25",17000000,"","","210",,"不整形","","95","昭和61年","木造","住宅","住宅","南","市道",10.0,"第２種中高層住居専用地域",60,200,"平成27年第２四半期","",""
2663,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","18",13000000,"230000","","185",71000,"ほぼ長方形","10.0","","","","","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
2664,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",5400000,"130000","","135",40000,"長方形","10.5","","","","","その他","西","市道",4.0,"準工業地域",60,200,"平成27年第２四半期","",""
2665,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","19",23000000,"","","560",,"不整形","18.0","270","昭和23年","木造","住宅","その他","東","市道",2.5,"第１種中高層住居専用地域",60,200,"平成27年第２四半期","",""
2666,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","22",3700000,"","","95",,"ほぼ台形","10.0","65","昭和48年","木造","住宅","その他","南西","市道",6.0,"第１種中高層住居専用地域",60,200,"平成27年第１四半期","",""
2667,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","15",6600000,"49000","","440",15000,"不整形","","","","","","","南","道路",3.0,"第１種住居地域",60,200,"平成26年第４四半期","",""
2668,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","20",52000000,"","","780",,"ほぼ長方形","21.0","450","平成11年","","共同住宅","住宅","東","市道",9.0,"第２種中高層住居専用地域",60,200,"平成26年第２四半期","",""
2669,"宅地(土地)","商業地","31201","鳥取県","鳥取市","吉成","鳥取","15",51000000,"130000","","1300",39000,"ほぼ長方形","","","","","","","北西","国道",15.0,"第１種中高層住居専用地域",,,"平成26年第１四半期","",""
2670,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",11000000,"","","170",,"ほぼ長方形","9.0","65","昭和62年","木造","住宅","","東","市道",6.0,"第２種中高層住居専用地域",60,200,"平成26年第１四半期","",""
2671,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","15",30000000,"","","150",,"正方形","12.0","100","平成25年","木造","住宅","","北東","市道",8.0,"第１種中高層住居専用地域",60,200,"平成26年第１四半期","",""
2672,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","18",22000000,"","","145",,"ほぼ長方形","25.0","","平成26年","","住宅","","西","市道",4.0,"準工業地域",60,200,"平成26年第１四半期","",""
2673,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",11000000,"190000","","185",59000,"ほぼ正方形","12.0","","","","","","南","市道",5.0,"第２種中高層住居専用地域",60,200,"平成25年第４四半期","",""
2674,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",1500000,"150000","","35",46000,"不整形","","","","","","","南西","区道",9.0,"第２種中高層住居専用地域",60,200,"平成25年第４四半期","",""
2675,"中古マンション等","","31201","鳥取県","鳥取市","吉成","鳥取","20",11000000,"","３ＬＤＫ","65",,"","","","平成12年","ＲＣ","住宅","","","",,"準工業地域",60,200,"平成25年第４四半期","未改装",""
2676,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","23",4500000,"110000","","130",34000,"ほぼ長方形","9.0","","","","","","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成25年第３四半期","",""
2677,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","16",13000000,"230000","","175",71000,"ほぼ長方形","10.0","","","","","","東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成25年第３四半期","",""
2678,"中古マンション等","","31201","鳥取県","鳥取市","吉成","鳥取","19",12000000,"","３ＬＤＫ","70",,"","","","","ＲＣ","住宅","","","",,"準工業地域",60,200,"平成25年第３四半期","未改装",""
2679,"中古マンション等","","31201","鳥取県","鳥取市","吉成","鳥取","20",12000000,"","３ＬＤＫ","75",,"","","","平成12年","ＲＣ","住宅","","","",,"準工業地域",60,200,"平成25年第３四半期","",""
2680,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","12",7000000,"200000","","115",60000,"ほぼ台形","8.5","","","","","","南","市道",4.0,"第１種住居地域",60,200,"平成25年第２四半期","",""
2681,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","14",9500000,"220000","","140",67000,"ほぼ長方形","10.0","","","","","","北東","市道",8.0,"第１種中高層住居専用地域",60,200,"平成25年第２四半期","",""
